response,trial_id,trialnumber,subject
yes,102,132,TWL4
yes,102,136,RFJ31
yes,102,141,EFT51
yes,103,136,PVX52
yes,103,138,WNU21
yes,103,145,YYT23
yes,104,136,BML23
yes,104,137,BIB33
yes,105,132,GHP41
yes,105,132,XYZ19
yes,105,137,RLS12
yes,105,138,VLM48
yes,105,140,RWI46
yes,105,143,IVJ32
yes,106,134,BIB33
yes,106,138,CYK7
yes,106,140,LKU11
yes,106,141,ZQF26
yes,107,131,BUK28
yes,107,137,TTB53
yes,107,137,XYZ19
yes,107,140,THG13
yes,108,132,GQZ34
yes,108,134,URO50
yes,108,136,APY45
yes,108,145,RGL37
yes,109,138,RFJ31
yes,109,140,GMY40
yes,109,145,YTM54
yes,110,131,TWL4
yes,110,135,UQQ30
yes,111,131,YOV41
yes,111,143,KZC42
yes,111,144,DLA22
yes,112,132,BRT9
yes,112,133,PVX52
yes,112,141,WNU21
yes,112,146,BML23
yes,113,136,NKJ17
yes,113,139,OGS44
yes,114,131,GMY40
yes,114,135,EEV16
yes,114,144,YOV41
yes,114,145,PDX24
yes,115,133,BRT9
yes,116,132,NGO47
yes,116,141,AMD18
yes,116,143,CKS20
yes,117,132,APY45
yes,117,134,DMI57
yes,117,140,RGL37
yes,117,142,DHE36
yes,118,131,DLA22
yes,118,134,GHP41
yes,118,137,XJK39
yes,118,141,GAK12
yes,119,143,LHP49
yes,119,143,OJW52
yes,119,144,DMI57
yes,119,146,IVJ32
yes,119,146,YYT23
yes,12,141,YOV41
yes,12,143,GAK12
yes,12,146,ZQF26
yes,120,131,ZII48
yes,120,133,SMJ5
yes,120,136,EVY26
yes,120,138,HNJ41
yes,120,145,RWI46
yes,120,145,VHU29
yes,120,146,NGO47
yes,121,133,BIB33
yes,121,139,ZQF26
yes,121,146,DMI57
yes,121,146,XYZ19
yes,122,133,RFJ31
yes,122,145,EEV16
yes,123,138,GMY40
yes,124,132,VFB27
yes,124,133,WNU21
yes,124,134,RGL37
yes,124,135,BML23
yes,124,136,GMY40
yes,124,140,VLM48
yes,124,143,BIB33
yes,124,146,NKJ17
yes,125,138,DHE36
yes,125,140,BRT9
yes,125,142,DMI57
yes,126,135,GHP41
yes,126,143,EVY26
yes,126,143,RLS12
yes,127,134,LKU11
yes,128,131,VLM48
yes,128,142,JGD10
yes,128,144,KZC42
yes,129,135,LHP49
yes,129,137,WNU21
yes,13,132,RLS12
yes,13,132,RWI46
yes,13,134,KZC42
yes,13,138,YOV41
yes,13,143,OGS44
yes,13,145,GQZ34
yes,130,137,GQZ34
yes,130,142,XYZ19
yes,130,145,IVJ32
yes,131,131,PDX24
yes,131,137,ZQF26
yes,132,131,YTM54
yes,132,136,VHU29
yes,132,140,OJW52
yes,132,140,ZII48
yes,132,145,DLA22
yes,133,132,UUB8
yes,134,131,CXG6
yes,134,131,RWI46
yes,134,132,OGS44
yes,134,136,DLA22
yes,134,138,TWL4
yes,134,139,TTB53
yes,134,139,YTM54
yes,134,142,BML23
yes,135,135,OJW52
yes,135,141,NKJ17
yes,136,136,CKS20
yes,136,139,NGO47
yes,136,140,SMJ5
yes,136,143,YYT23
yes,136,145,AUF14
yes,136,146,AMD18
yes,137,141,UUB8
yes,137,142,URO50
yes,137,143,PVX52
yes,138,133,OGS44
yes,138,134,EEV16
yes,138,138,LKU11
yes,138,140,APY45
yes,139,131,SMJ5
yes,139,133,YOV41
yes,139,134,UQQ30
yes,139,138,YYT23
yes,139,144,VHU29
yes,14,138,SMJ5
yes,140,131,VFB27
yes,140,134,BRT9
yes,140,134,IVJ32
yes,140,137,APY45
yes,140,144,THG13
yes,140,146,URO50
yes,141,131,GHP41
yes,141,139,GAK12
yes,141,140,AUF14
yes,141,140,CKS20
yes,142,132,TTB53
yes,142,133,THG13
yes,142,144,RFJ31
yes,143,131,CYK7
yes,143,136,HNJ41
yes,143,140,YOV41
yes,143,141,CXG6
yes,144,137,UQQ30
yes,144,142,LHP49
yes,144,144,EFT51
yes,144,145,GKY56
yes,144,146,KZC42
yes,145,133,NKJ17
yes,145,138,DLA22
yes,146,139,GMY40
yes,146,144,BML23
yes,146,146,SQH14
yes,147,139,YYT23
yes,147,140,WNU21
yes,147,141,PDX24
yes,147,141,THG13
yes,147,142,GAK12
yes,147,142,ZII48
yes,147,143,VFB27
yes,147,144,OJW52
yes,148,133,CYK7
yes,148,141,NGO47
yes,149,134,THG13
yes,149,137,CKS20
yes,149,137,EFT51
yes,149,140,IVJ32
yes,149,142,DLA22
yes,149,146,OJW52
yes,15,136,BRT9
yes,15,142,YYT23
yes,15,143,EFT51
yes,150,132,DMI57
yes,151,131,DMI57
yes,151,132,IVJ32
yes,151,132,XJK39
yes,151,137,LHP49
yes,151,137,VHU29
yes,151,139,APY45
yes,151,139,RGL37
yes,152,138,BRT9
yes,152,146,PVX52
yes,152,146,YOV41
yes,153,136,GHP41
yes,153,138,TTB53
yes,153,146,AUF14
yes,154,133,RGL37
yes,154,135,BRT9
yes,154,135,YOV41
yes,154,139,VFB27
yes,154,146,UQQ30
yes,155,133,CXG6
yes,155,134,RLS12
yes,155,135,GMY40
yes,155,136,YTM54
yes,156,140,URO50
yes,156,141,RFJ31
yes,156,143,PDX24
yes,157,133,EFT51
yes,157,133,KZC42
yes,157,138,JGD10
yes,158,136,ZII48
yes,159,131,WNU21
yes,159,133,GHP41
yes,159,137,PVX52
yes,159,138,NGO47
yes,159,141,LHP49
yes,159,144,ZQF26
yes,159,145,DHE36
yes,16,137,THG13
yes,160,133,TWL4
yes,160,133,ZII48
yes,160,136,IVJ32
yes,161,132,HNJ41
yes,161,133,RLS12
yes,161,134,ZQF26
yes,161,135,SMJ5
yes,161,145,URO50
yes,162,132,THG13
yes,162,132,YOV41
yes,162,134,PDX24
yes,163,132,CKS20
yes,163,138,RWI46
yes,163,141,BML23
yes,163,143,RFJ31
yes,164,136,LKU11
yes,164,136,RGL37
yes,164,144,APY45
yes,164,146,DLA22
yes,165,136,DMI57
yes,165,137,EVY26
yes,165,141,BIB33
yes,166,132,BML23
yes,166,132,YTM54
yes,166,133,APY45
yes,166,139,AUF14
yes,166,141,EVY26
yes,167,133,CKS20
yes,167,134,RFJ31
yes,167,146,LHP49
yes,168,132,NKJ17
yes,168,137,JGD10
yes,169,131,URO50
yes,169,134,YOV41
yes,169,136,CXG6
yes,17,131,XYZ19
yes,17,133,YTM54
yes,17,135,KZC42
yes,17,138,LHP49
yes,170,131,THG13
yes,170,131,VHU29
yes,170,139,OJW52
yes,171,134,YYT23
yes,171,135,OGS44
yes,171,137,GMY40
yes,171,144,YTM54
yes,172,139,EEV16
yes,172,139,XJK39
yes,172,141,BUK28
yes,172,145,DMI57
yes,173,131,DHE36
yes,173,132,RGL37
yes,173,138,GHP41
yes,173,139,CXG6
yes,173,141,BRT9
yes,173,145,SQH14
yes,174,132,CYK7
yes,174,146,UUB8
yes,175,137,AUF14
yes,175,143,XYZ19
yes,177,131,RLS12
yes,177,139,UUB8
yes,178,131,EFT51
yes,178,134,XYZ19
yes,178,136,UQQ30
yes,178,140,AMD18
yes,178,143,RWI46
yes,178,145,NGO47
yes,178,145,VLM48
yes,179,133,DLA22
yes,179,136,GQZ34
yes,179,140,VFB27
yes,179,145,GMY40
yes,179,146,GAK12
yes,18,134,EFT51
yes,18,134,SQH14
yes,18,135,AUF14
yes,18,135,XJK39
yes,18,139,CKS20
yes,18,140,BML23
yes,18,145,WNU21
yes,18,146,BIB33
yes,180,131,KZC42
yes,180,131,OJW52
yes,180,134,TTB53
yes,180,137,YYT23
yes,180,140,PVX52
yes,180,142,WNU21
yes,180,145,LKU11
yes,181,134,DHE36
yes,181,135,BIB33
yes,181,136,VLM48
yes,181,141,KZC42
yes,181,143,TWL4
yes,181,144,XYZ19
yes,182,131,GKY56
yes,182,132,RFJ31
yes,182,132,SMJ5
yes,182,135,CKS20
yes,182,137,HNJ41
yes,182,141,GQZ34
yes,182,146,BUK28
yes,183,132,EVY26
yes,183,145,UQQ30
yes,184,131,YYT23
yes,184,134,WNU21
yes,184,137,GHP41
yes,184,141,GKY56
yes,185,131,TTB53
yes,185,132,BUK28
yes,185,145,AMD18
yes,186,134,BML23
yes,186,135,RWI46
yes,186,138,PVX52
yes,186,144,GAK12
yes,186,145,LHP49
yes,186,145,ZII48
yes,187,131,EEV16
yes,187,132,URO50
yes,187,141,LKU11
yes,187,141,YTM54
yes,187,146,CYK7
yes,188,133,AMD18
yes,188,138,ZQF26
yes,188,140,NGO47
yes,188,146,OGS44
yes,189,133,RWI46
yes,189,135,RLS12
yes,19,135,URO50
yes,19,146,GMY40
yes,190,131,AUF14
yes,190,133,UUB8
yes,191,132,VLM48
yes,191,133,LKU11
yes,191,137,KZC42
yes,191,138,BIB33
yes,191,145,XYZ19
yes,191,146,SMJ5
yes,192,131,ZQF26
yes,192,133,SQH14
yes,192,134,VHU29
yes,192,140,OGS44
yes,192,145,APY45
yes,2,136,GAK12
yes,2,139,UQQ30
yes,2,141,XJK39
yes,2,142,VHU29
yes,2,145,THG13
yes,2,146,WNU21
yes,20,142,RFJ31
yes,20,143,LKU11
yes,21,134,TWL4
yes,21,137,CYK7
yes,21,141,GHP41
yes,21,142,EEV16
yes,21,145,BML23
yes,22,135,APY45
yes,22,139,IVJ32
yes,23,133,EEV16
yes,23,135,TTB53
yes,23,135,TWL4
yes,23,139,DHE36
yes,24,133,PDX24
yes,24,134,GMY40
yes,24,135,CXG6
yes,25,139,GQZ34
yes,25,141,RWI46
yes,25,143,CXG6
yes,25,145,EFT51
yes,26,136,BUK28
yes,26,139,GKY56
yes,26,139,YOV41
yes,26,143,APY45
yes,26,145,KZC42
yes,27,131,NKJ17
yes,27,134,XJK39
yes,27,136,CYK7
yes,27,141,TWL4
yes,27,143,AUF14
yes,28,131,AMD18
yes,28,134,CXG6
yes,28,139,LHP49
yes,28,139,URO50
yes,28,145,TTB53
yes,29,135,YYT23
yes,3,132,ZQF26
yes,3,133,AUF14
yes,3,140,SQH14
yes,3,141,DMI57
yes,3,141,JGD10
yes,3,141,XYZ19
yes,3,143,DLA22
yes,30,131,CKS20
yes,30,137,BML23
yes,30,137,YOV41
yes,30,141,RGL37
yes,31,135,GAK12
yes,31,140,YTM54
yes,31,142,UUB8
yes,31,146,ZII48
yes,33,131,RGL37
yes,33,136,XYZ19
yes,33,141,SQH14
yes,33,142,NGO47
yes,33,145,OGS44
yes,34,132,EFT51
yes,34,133,GMY40
yes,34,133,HNJ41
yes,34,133,ZQF26
yes,34,136,KZC42
yes,34,146,EEV16
yes,35,135,VLM48
yes,35,141,OJW52
yes,35,144,BUK28
yes,35,144,GHP41
yes,36,131,SQH14
yes,36,132,ZII48
yes,36,133,DMI57
yes,36,142,YTM54
yes,36,143,UQQ30
yes,37,137,DLA22
yes,37,144,UQQ30
yes,38,136,DHE36
yes,38,141,EEV16
yes,38,143,GMY40
yes,38,143,WNU21
yes,39,132,OJW52
yes,39,134,CKS20
yes,39,135,AMD18
yes,39,139,DMI57
yes,39,139,VLM48
yes,39,142,SMJ5
yes,39,142,ZQF26
yes,4,132,DLA22
yes,4,133,NGO47
yes,4,136,OGS44
yes,4,141,PVX52
yes,4,145,OJW52
yes,4,146,GHP41
yes,40,136,RWI46
yes,40,143,CYK7
yes,40,143,UUB8
yes,40,145,PVX52
yes,41,132,AUF14
yes,41,132,BIB33
yes,41,132,GAK12
yes,41,136,XJK39
yes,41,137,NGO47
yes,41,142,EVY26
yes,41,146,APY45
yes,42,135,VHU29
yes,42,135,XYZ19
yes,42,137,IVJ32
yes,42,139,THG13
yes,43,131,IVJ32
yes,43,144,LHP49
yes,44,135,PVX52
yes,44,137,BRT9
yes,45,133,BML23
yes,45,134,HNJ41
yes,45,142,PDX24
yes,45,143,URO50
yes,45,146,THG13
yes,46,131,GQZ34
yes,46,138,OGS44
yes,46,141,DLA22
yes,47,134,NKJ17
yes,47,134,SMJ5
yes,48,132,LKU11
yes,48,140,JGD10
yes,49,135,EVY26
yes,49,143,DHE36
yes,5,136,RLS12
yes,5,144,RWI46
yes,50,131,BML23
yes,51,140,UQQ30
yes,52,134,OGS44
yes,52,135,LKU11
yes,52,141,YYT23
yes,53,132,VHU29
yes,53,133,URO50
yes,53,134,GQZ34
yes,53,139,XYZ19
yes,54,132,LHP49
yes,54,142,VLM48
yes,55,141,OGS44
yes,55,144,NGO47
yes,56,133,XYZ19
yes,56,134,APY45
yes,56,136,YYT23
yes,56,139,WNU21
yes,56,143,SMJ5
yes,56,144,CXG6
yes,57,138,XJK39
yes,57,142,KZC42
yes,57,144,LKU11
yes,57,146,CKS20
yes,58,134,AUF14
yes,58,136,OJW52
yes,58,137,BUK28
yes,60,135,THG13
yes,60,138,BML23
yes,60,140,UUB8
yes,60,142,AMD18
yes,60,144,GMY40
yes,61,132,GMY40
yes,61,136,LHP49
yes,61,142,BRT9
yes,62,132,AMD18
yes,62,133,VLM48
yes,62,136,EFT51
yes,62,137,RGL37
yes,62,138,GAK12
yes,62,142,BIB33
yes,62,145,YOV41
yes,63,136,URO50
yes,63,139,BUK28
yes,63,141,HNJ41
yes,63,146,VFB27
yes,64,132,PDX24
yes,64,133,EVY26
yes,64,142,APY45
yes,64,145,ZQF26
yes,65,141,VFB27
yes,65,146,RWI46
yes,66,133,GAK12
yes,66,136,SQH14
yes,66,136,TTB53
yes,66,138,CXG6
yes,66,138,RGL37
yes,66,146,RFJ31
yes,67,137,OJW52
yes,67,138,THG13
yes,67,140,DMI57
yes,67,142,TTB53
yes,67,144,PVX52
yes,67,145,GHP41
yes,68,134,RWI46
yes,68,137,SQH14
yes,68,140,DLA22
yes,68,144,RLS12
yes,69,137,YTM54
yes,69,137,ZII48
yes,7,133,OJW52
yes,7,134,NGO47
yes,7,138,PDX24
yes,7,140,TTB53
yes,7,142,CKS20
yes,7,145,BIB33
yes,70,136,WNU21
yes,70,139,EFT51
yes,70,139,KZC42
yes,70,140,HNJ41
yes,70,141,ZII48
yes,70,144,CKS20
yes,70,146,BRT9
yes,71,135,CYK7
yes,71,138,YTM54
yes,71,140,GHP41
yes,71,142,GKY56
yes,71,142,UQQ30
yes,72,131,NGO47
yes,72,131,PVX52
yes,72,135,DLA22
yes,72,135,DMI57
yes,72,135,IVJ32
yes,72,139,BIB33
yes,72,139,TWL4
yes,72,143,YOV41
yes,72,144,NKJ17
yes,73,131,APY45
yes,73,131,RFJ31
yes,73,133,TTB53
yes,73,136,YOV41
yes,73,138,UUB8
yes,73,142,THG13
yes,73,146,RGL37
yes,74,131,OGS44
yes,74,135,NGO47
yes,74,135,ZQF26
yes,74,140,LHP49
yes,74,140,PDX24
yes,74,142,HNJ41
yes,74,143,GHP41
yes,74,143,NKJ17
yes,75,133,BUK28
yes,75,138,CKS20
yes,75,138,IVJ32
yes,75,140,BIB33
yes,75,140,GQZ34
yes,75,140,KZC42
yes,75,143,YTM54
yes,75,146,LKU11
yes,76,133,UQQ30
yes,76,134,YTM54
yes,77,131,BRT9
yes,77,131,GAK12
yes,77,136,TWL4
yes,77,137,RFJ31
yes,77,142,PVX52
yes,77,144,BIB33
yes,77,144,OGS44
yes,78,133,VFB27
yes,78,141,APY45
yes,78,146,HNJ41
yes,78,146,TTB53
yes,79,141,GMY40
yes,79,143,SQH14
yes,8,134,LHP49
yes,8,142,IVJ32
yes,80,141,UQQ30
yes,80,141,URO50
yes,81,140,EEV16
yes,81,140,YYT23
yes,81,144,BRT9
yes,82,139,DLA22
yes,82,141,SMJ5
yes,83,132,KZC42
yes,83,137,DMI57
yes,83,145,CKS20
yes,84,133,GKY56
yes,84,134,OJW52
yes,84,140,EFT51
yes,85,134,GAK12
yes,86,132,PVX52
yes,86,138,AUF14
yes,86,138,DMI57
yes,86,139,ZII48
yes,86,140,XYZ19
yes,86,146,VLM48
yes,87,134,DLA22
yes,87,138,EVY26
yes,87,141,CYK7
yes,88,132,CXG6
yes,88,134,ZII48
yes,88,138,URO50
yes,88,141,IVJ32
yes,89,133,YYT23
yes,89,140,RLS12
yes,9,134,EVY26
yes,9,134,PVX52
yes,9,134,UUB8
yes,9,137,CXG6
yes,9,139,NKJ17
yes,90,131,LKU11
yes,90,142,GHP41
yes,90,143,NGO47
yes,91,134,GKY56
yes,91,139,JGD10
yes,91,145,CXG6
yes,92,132,WNU21
yes,92,137,RWI46
yes,92,142,EFT51
yes,92,143,BML23
yes,92,145,XJK39
yes,93,142,OJW52
yes,94,133,LHP49
yes,94,133,VHU29
yes,94,137,PDX24
yes,94,139,BML23
yes,94,140,ZQF26
yes,94,142,SQH14
yes,94,142,YOV41
yes,94,146,DHE36
yes,95,135,RGL37
yes,95,136,EEV16
yes,95,138,NKJ17
yes,95,142,AUF14
yes,95,144,VLM48
yes,96,138,XYZ19
yes,96,142,GMY40
yes,96,145,BUK28
yes,97,131,LHP49
yes,97,131,XJK39
yes,97,137,GAK12
yes,97,144,AUF14
yes,99,135,NKJ17
yes,99,137,OGS44
yes,99,140,CXG6
yes,99,143,VHU29
yes,99,144,URO50
no,1,134,CGI70
no,109,132,DAS59
no,12,137,CGI70
no,122,142,TCX66
no,126,139,EQI68
no,127,139,DAS59
no,127,145,AIP63
no,128,146,CGI70
no,132,139,PGU64
no,133,139,BBV67
no,133,145,IVK61
no,135,143,PBL60
no,147,132,CGI70
no,150,145,CGI70
no,155,142,FTQ63
no,155,146,PGU64
no,157,145,GLB65
no,158,144,ZWM69
no,164,141,BBV67
no,169,140,PGU64
no,169,140,TCX66
no,18,134,DAS59
no,19,138,DAS59
no,22,137,FTQ63
no,25,144,PGU64
no,26,141,IVK61
no,44,140,AIP63
no,45,142,PBL60
no,46,140,CGI70
no,46,145,ZWM69
no,48,143,DAS59
no,50,136,GLB65
no,53,142,WVF62
no,56,137,WVF62
no,68,132,PGU64
no,72,144,BBV67
no,77,133,PGU64
no,77,138,PBL60
no,78,132,FTQ63
no,83,138,IVK61
no,94,135,TCX66
no,98,138,CGI70
yes,10,135,PGU64
yes,10,137,EQI68
yes,101,146,FTQ63
yes,102,141,DAS59
yes,102,145,BBV67
yes,103,131,FTQ63
yes,105,131,TCX66
yes,105,134,AIP63
yes,107,140,PBL60
yes,107,141,EQI68
yes,108,139,TCX66
yes,111,131,IVK61
yes,111,132,BBV67
yes,111,137,PGU64
yes,113,140,WVF62
yes,114,146,AIP63
yes,115,134,EQI68
yes,117,136,WVF62
yes,118,142,IVK61
yes,118,145,VOU59
yes,119,139,GLB65
yes,119,141,CGI70
yes,119,141,PGU64
yes,119,141,ZWM69
yes,12,137,VOU59
yes,122,145,EQI68
yes,124,142,CGI70
yes,124,144,AIP63
yes,124,145,FTQ63
yes,124,146,WVF62
yes,126,144,PBL60
yes,127,140,ZWM69
yes,129,139,FTQ63
yes,129,139,WVF62
yes,131,144,TCX66
yes,132,142,BBV67
yes,133,139,VOU59
yes,134,143,PGU64
yes,135,142,GLB65
yes,136,146,GLB65
yes,137,143,IVK61
yes,138,142,DAS59
yes,138,144,VOU59
yes,14,131,PGU64
yes,144,146,ZWM69
yes,145,133,TCX66
yes,146,132,VOU59
yes,148,143,BBV67
yes,149,141,VOU59
yes,151,135,BBV67
yes,153,135,IVK61
yes,154,141,WVF62
yes,156,143,ZWM69
yes,158,146,DAS59
yes,162,138,WVF62
yes,165,141,PBL60
yes,165,146,EQI68
yes,166,137,PBL60
yes,169,143,CGI70
yes,169,143,WVF62
yes,17,133,BBV67
yes,170,141,FTQ63
yes,170,142,VOU59
yes,172,133,VOU59
yes,172,135,FTQ63
yes,173,132,AIP63
yes,173,134,GLB65
yes,174,137,ZWM69
yes,174,138,EQI68
yes,175,141,AIP63
yes,176,140,IVK61
yes,178,131,DAS59
yes,178,134,PGU64
yes,178,136,BBV67
yes,179,136,TCX66
yes,180,135,CGI70
yes,180,137,IVK61
yes,183,131,PBL60
yes,183,132,WVF62
yes,183,133,AIP63
yes,183,134,FTQ63
yes,184,142,EQI68
yes,185,142,AIP63
yes,185,143,GLB65
yes,186,139,IVK61
yes,186,146,TCX66
yes,187,131,GLB65
yes,187,136,EQI68
yes,187,138,PGU64
yes,189,132,ZWM69
yes,189,133,DAS59
yes,191,140,DAS59
yes,191,146,PBL60
yes,2,131,WVF62
yes,2,137,BBV67
yes,20,135,EQI68
yes,21,132,PBL60
yes,22,131,ZWM69
yes,22,135,PBL60
yes,23,133,IVK61
yes,24,135,AIP63
yes,25,143,EQI68
yes,25,145,DAS59
yes,29,139,AIP63
yes,29,142,PGU64
yes,3,132,IVK61
yes,3,135,VOU59
yes,3,136,AIP63
yes,3,137,TCX66
yes,3,138,FTQ63
yes,31,144,CGI70
yes,31,146,VOU59
yes,32,139,ZWM69
yes,33,144,GLB65
yes,34,144,FTQ63
yes,34,146,IVK61
yes,35,143,VOU59
yes,38,146,BBV67
yes,39,145,WVF62
yes,4,133,WVF62
yes,41,143,TCX66
yes,41,145,PBL60
yes,44,140,FTQ63
yes,45,145,TCX66
yes,46,140,GLB65
yes,46,144,WVF62
yes,47,140,BBV67
yes,48,140,EQI68
yes,49,136,IVK61
yes,49,136,PBL60
yes,49,136,ZWM69
yes,5,132,GLB65
yes,52,141,TCX66
yes,54,144,IVK61
yes,54,145,PGU64
yes,55,138,TCX66
yes,56,133,FTQ63
yes,56,138,AIP63
yes,6,132,TCX66
yes,62,134,VOU59
yes,62,136,DAS59
yes,64,139,PBL60
yes,64,143,AIP63
yes,64,144,DAS59
yes,65,139,CGI70
yes,65,142,ZWM69
yes,65,144,EQI68
yes,66,143,FTQ63
yes,68,131,BBV67
yes,69,131,CGI70
yes,69,133,EQI68
yes,72,140,VOU59
yes,72,141,GLB65
yes,76,134,BBV67
yes,76,138,VOU59
yes,77,131,EQI68
yes,77,133,CGI70
yes,78,134,WVF62
yes,79,132,EQI68
yes,79,137,GLB65
yes,8,135,GLB65
yes,80,135,DAS59
yes,81,133,PBL60
yes,81,137,AIP63
yes,83,133,ZWM69
yes,84,137,DAS59
yes,85,138,ZWM69
yes,87,136,CGI70
yes,87,138,BBV67
yes,88,131,AIP63
yes,88,133,GLB65
yes,9,134,ZWM69
yes,91,134,TCX66
yes,92,135,WVF62
yes,92,136,VOU59
yes,93,134,IVK61
yes,93,136,FTQ63
yes,93,136,PGU64
yes,97,134,PBL60
yes,99,131,VOU59
yes,99,135,ZWM69
yes,99,138,GLB65
